source_row_number,transaction_id,item,quantity,price_per_unit,total_spent,payment_method,location,transaction_date,transaction_month,weekday_name,day_type,province,duplicate_transaction_id_flag,missing_date_flag,item_imputed_flag,quantity_repaired_flag,price_per_unit_repaired_flag,total_spent_repaired_flag,unknown_payment_flag,unknown_location_flag,unknown_province_flag,revenue_mismatch_flag,item_price_mismatch_flag
158,TXN_7248388,Coffee,2,3.5,7.0,Digital Wallet,Takeaway,2023-12-21,2023-12,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
159,TXN_6042672,Coffee,1,3.5,3.5,Unknown Payment,Unknown Location,2023-12-08,2023-12,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,True,True,False,False,False
160,TXN_2418113,Refresher,1,5.0,5.0,Credit Card,Takeaway,2023-01-19,2023-01,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
161,TXN_8746246,Coffee,3,3.5,10.5,Digital Wallet,In-store,2023-09-22,2023-09,Friday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
162,TXN_1957801,Tea,3,3.0,9.0,Cash,In-store,2023-07-25,2023-07,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
163,TXN_7753481,Cookie,3,2.5,7.5,Digital Wallet,In-store,2023-02-21,2023-02,Tuesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
164,TXN_4726259,Tea,4,3.0,12.0,Cash,In-store,2023-05-24,2023-05,Wednesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
165,TXN_2819648,Coffee,1,3.5,3.5,Cash,In-store,2023-02-26,2023-02,Sunday,Weekend,Manitoba,False,False,False,False,False,False,False,False,False,False,False
166,TXN_6210703,Sandwich,3,8.0,24.0,Cash,In-store,2023-06-30,2023-06,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
167,TXN_7016879,Sandwich,2,8.0,16.0,Credit Card,In-store,2023-08-11,2023-08,Friday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
168,TXN_6157885,Sandwich,4,8.0,32.0,Credit Card,In-store,,,,,British Columbia,False,True,False,False,False,False,False,False,False,False,False
169,TXN_8158862,Refresher,1,5.0,5.0,Digital Wallet,Takeaway,2023-08-27,2023-08,Sunday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
170,TXN_7899688,Tea,1,3.0,3.0,Credit Card,In-store,2023-06-23,2023-06,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
171,TXN_8834750,Cookie,2,2.5,5.0,Credit Card,Takeaway,2023-06-19,2023-06,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
172,TXN_5008062,Coffee,4,3.5,14.0,Unknown Payment,Takeaway,2023-10-10,2023-10,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,True,False,False,False,False
173,TXN_4009665,Tea,3,3.0,9.0,Cash,In-store,2023-01-05,2023-01,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
174,TXN_6336154,Sandwich,2,8.0,16.0,Credit Card,Unknown Location,2023-12-05,2023-12,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,True,False,False,False
175,TXN_9791415,Coffee,1,3.5,3.5,Cash,In-store,2023-10-19,2023-10,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
176,TXN_2926180,Donut,2,2.0,4.0,Credit Card,In-store,2023-02-08,2023-02,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
177,TXN_1468262,Coffee,3,3.5,10.5,Digital Wallet,In-store,2023-06-22,2023-06,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
178,TXN_1045008,Coffee,3,3.5,10.5,Digital Wallet,In-store,2023-08-08,2023-08,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
179,TXN_2443237,Donut,2,2.0,4.0,Digital Wallet,In-store,2023-05-28,2023-05,Sunday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
180,TXN_2625896,Salad,1,9.0,9.0,Digital Wallet,In-store,2023-07-10,2023-07,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
181,TXN_1324220,Coffee,2,3.5,7.0,Cash,In-store,2023-11-08,2023-11,Wednesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
182,TXN_1574569,Refresher,2,5.0,10.0,Digital Wallet,In-store,2023-06-22,2023-06,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
183,TXN_4367664,Coffee,4,3.5,14.0,Credit Card,In-store,2023-05-29,2023-05,Monday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
184,TXN_5347507,Coffee,2,3.5,7.0,Credit Card,In-store,2023-08-17,2023-08,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
185,TXN_4786312,Coffee,2,3.5,7.0,Digital Wallet,Takeaway,2023-02-16,2023-02,Thursday,Weekday,Unknown Province,False,False,False,False,False,False,False,False,True,False,False
186,TXN_1765248,Coffee,5,3.5,17.5,Digital Wallet,In-store,2023-06-05,2023-06,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
187,TXN_2559479,Coffee,1,3.5,3.5,Digital Wallet,Takeaway,2023-05-02,2023-05,Tuesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
188,TXN_1840167,Salad,1,9.0,9.0,Credit Card,In-store,2023-03-31,2023-03,Friday,Weekday,Unknown Province,False,False,False,False,False,False,False,False,True,False,False
189,TXN_8901297,Sandwich,2,8.0,16.0,Digital Wallet,In-store,2023-08-08,2023-08,Tuesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
190,TXN_2763067,Tea,1,3.0,3.0,Cash,In-store,2023-05-25,2023-05,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
191,TXN_8089381,Refresher,1,5.0,5.0,Cash,In-store,2023-07-31,2023-07,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
192,TXN_4347910,Donut,4,2.0,8.0,Digital Wallet,Takeaway,2023-08-28,2023-08,Monday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
193,TXN_7859306,Coffee,2,3.5,7.0,Digital Wallet,Takeaway,2023-02-15,2023-02,Wednesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
194,TXN_1705277,Coffee,1,3.5,3.5,Credit Card,Takeaway,2023-03-23,2023-03,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
195,TXN_7413531,Tea,1,3.0,3.0,Credit Card,In-store,2023-08-30,2023-08,Wednesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
196,TXN_4067224,Tea,1,3.0,3.0,Digital Wallet,In-store,2023-01-05,2023-01,Thursday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
197,TXN_9483452,Tea,2,3.0,6.0,Credit Card,In-store,2023-06-26,2023-06,Monday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
198,TXN_6606933,Donut,1,2.0,2.0,Digital Wallet,Takeaway,2023-10-09,2023-10,Monday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
199,TXN_8452223,Sandwich,3,8.0,24.0,Credit Card,In-store,2023-04-08,2023-04,Saturday,Weekend,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
200,TXN_4133543,Cookie,2,2.5,5.0,Digital Wallet,Takeaway,2023-03-24,2023-03,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
201,TXN_1068089,Cookie,1,2.5,2.5,Cash,In-store,2023-03-19,2023-03,Sunday,Weekend,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
202,TXN_1001580,Tea,1,3.0,3.0,Digital Wallet,Takeaway,2023-07-24,2023-07,Monday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
203,TXN_7801097,Coffee,2,3.5,7.0,Credit Card,In-store,2023-10-15,2023-10,Sunday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
204,TXN_1635153,Donut,1,2.0,2.0,Credit Card,In-store,2023-04-05,2023-04,Wednesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
205,TXN_1281086,Coffee,2,3.5,7.0,Cash,In-store,2023-04-13,2023-04,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
206,TXN_3155502,Coffee,4,3.5,14.0,Credit Card,Takeaway,2023-11-02,2023-11,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
207,TXN_9885316,Donut,1,2.0,2.0,Digital Wallet,Takeaway,2023-10-13,2023-10,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
208,TXN_8356426,Coffee,1,3.5,3.5,Unknown Payment,Unknown Location,2023-12-01,2023-12,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,True,True,False,False,False
209,TXN_6160820,Cookie,3,2.5,7.5,Digital Wallet,In-store,2023-09-04,2023-09,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
210,TXN_9885018,Coffee,1,3.5,3.5,Credit Card,In-store,2023-12-06,2023-12,Wednesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
211,TXN_9916920,Refresher,1,5.0,5.0,Digital Wallet,Takeaway,2023-02-03,2023-02,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
212,TXN_3111086,Juice,1,4.5,4.5,Cash,In-store,2023-07-24,2023-07,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
213,TXN_1005531,Coffee,4,3.5,14.0,Credit Card,In-store,2023-02-12,2023-02,Sunday,Weekend,Unknown Province,False,False,False,False,False,False,False,False,True,False,False
214,TXN_6240129,Donut,4,2.0,8.0,Digital Wallet,Takeaway,2023-04-21,2023-04,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
215,TXN_9234502,Donut,1,2.0,2.0,Credit Card,Unknown Location,2023-01-08,2023-01,Sunday,Weekend,Manitoba,False,False,False,False,False,False,False,True,False,False,False
216,TXN_2103813,Salad,2,9.0,18.0,Credit Card,Unknown Location,2023-07-03,2023-07,Monday,Weekday,Saskatchewan,False,False,False,False,False,False,False,True,False,False,False
217,TXN_6511694,Tea,1,3.0,3.0,Credit Card,In-store,2023-12-18,2023-12,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
218,TXN_2481046,Donut,2,2.0,4.0,Credit Card,In-store,2023-03-02,2023-03,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
219,TXN_2707119,Tea,1,3.0,3.0,Unknown Payment,In-store,2023-10-04,2023-10,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,True,False,False,False,False
220,TXN_2308979,Coffee,1,3.5,3.5,Cash,In-store,2023-01-22,2023-01,Sunday,Weekend,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
221,TXN_4246772,Refresher,3,5.0,15.0,Credit Card,In-store,2023-01-12,2023-01,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
222,TXN_7805781,Coffee,1,3.5,3.5,Unknown Payment,Takeaway,2023-02-03,2023-02,Friday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,True,False,False,False,False
223,TXN_5273582,Coffee,1,3.5,3.5,Digital Wallet,Takeaway,2023-03-14,2023-03,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
224,TXN_6580570,Coffee,3,3.5,10.5,Digital Wallet,Takeaway,2023-02-16,2023-02,Thursday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
225,TXN_6242261,Salad,3,9.0,27.0,Unknown Payment,In-store,2023-03-02,2023-03,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,True,False,False,False,False
226,TXN_5279022,Cookie,2,2.5,5.0,Credit Card,In-store,2023-06-29,2023-06,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
227,TXN_1758212,Cookie,4,2.5,10.0,Digital Wallet,In-store,2023-12-31,2023-12,Sunday,Weekend,Manitoba,False,False,False,False,False,False,False,False,False,False,False
228,TXN_6681210,Juice,2,4.5,9.0,Credit Card,Takeaway,2023-07-06,2023-07,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
229,TXN_8351592,Juice,1,4.5,4.5,Credit Card,In-store,2023-08-15,2023-08,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
230,TXN_8046304,Sandwich,1,8.0,8.0,Credit Card,In-store,2023-07-11,2023-07,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
231,TXN_1713388,Coffee,1,3.5,3.5,Cash,In-store,,,,,British Columbia,False,True,False,False,False,False,False,False,False,False,False
232,TXN_8237700,Coffee,1,3.5,3.5,Cash,In-store,2023-09-30,2023-09,Saturday,Weekend,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
233,TXN_5803990,Sandwich,2,8.0,16.0,Cash,In-store,2023-05-06,2023-05,Saturday,Weekend,Manitoba,False,False,False,False,False,False,False,False,False,False,False
234,TXN_4302573,Tea,1,3.0,3.0,Credit Card,Takeaway,2023-05-25,2023-05,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
235,TXN_9829284,Donut,2,2.0,4.0,Cash,In-store,2023-01-25,2023-01,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
236,TXN_2871742,Donut,1,2.0,2.0,Credit Card,Takeaway,2023-03-08,2023-03,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
237,TXN_2549599,Sandwich,1,8.0,8.0,Cash,In-store,2023-05-26,2023-05,Friday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
238,TXN_6908019,Coffee,2,3.5,7.0,Cash,In-store,2023-04-21,2023-04,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
239,TXN_8257293,Coffee,1,3.5,3.5,Digital Wallet,Takeaway,2023-04-21,2023-04,Friday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
240,TXN_4629940,Salad,1,9.0,9.0,Cash,In-store,2023-08-24,2023-08,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
241,TXN_7818848,Coffee,5,3.5,17.5,Cash,In-store,2023-04-11,2023-04,Tuesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
242,TXN_6493188,Sandwich,2,8.0,16.0,Cash,In-store,2023-10-09,2023-10,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
243,TXN_3283445,Donut,2,2.0,4.0,Credit Card,In-store,2023-05-30,2023-05,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
244,TXN_8221480,Refresher,2,5.0,10.0,Cash,In-store,2023-03-11,2023-03,Saturday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
245,TXN_9422101,Salad,2,9.0,18.0,Credit Card,In-store,2023-09-04,2023-09,Monday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
246,TXN_2824837,Tea,1,3.0,3.0,Digital Wallet,Takeaway,2023-01-31,2023-01,Tuesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
247,TXN_2702517,Donut,1,2.0,2.0,Credit Card,In-store,2023-01-06,2023-01,Friday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
248,TXN_1392289,Coffee,2,3.5,7.0,Credit Card,In-store,2023-04-04,2023-04,Tuesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
249,TXN_4788547,Tea,1,3.0,3.0,Unknown Payment,Takeaway,2023-12-01,2023-12,Friday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,True,False,False,False,False
250,TXN_3058561,Sandwich,1,8.0,8.0,Cash,Unknown Location,2023-01-26,2023-01,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,True,False,False,False
251,TXN_9394632,Sandwich,1,8.0,8.0,Cash,In-store,2023-10-27,2023-10,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
252,TXN_5243325,Donut,1,2.0,2.0,Cash,In-store,,,,,Saskatchewan,False,True,False,False,False,False,False,False,False,False,False
253,TXN_7193810,Coffee,4,3.5,14.0,Credit Card,Unknown Location,2023-07-31,2023-07,Monday,Weekday,Manitoba,False,False,False,False,False,False,False,True,False,False,False
254,TXN_6174846,Cookie,1,2.5,2.5,Digital Wallet,Takeaway,2023-11-16,2023-11,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
255,TXN_9986034,Coffee,1,3.5,3.5,Unknown Payment,Unknown Location,2023-11-29,2023-11,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,True,True,False,False,False
256,TXN_3808207,Cookie,2,2.5,5.0,Credit Card,In-store,2023-01-10,2023-01,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
257,TXN_3844121,Donut,2,2.0,4.0,Credit Card,Takeaway,2023-01-13,2023-01,Friday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
258,TXN_5179846,Tea,2,3.0,6.0,Cash,Unknown Location,2023-04-11,2023-04,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,True,False,False,False
259,TXN_9596301,Coffee,2,3.5,7.0,Credit Card,Takeaway,2023-09-22,2023-09,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
260,TXN_5279454,Coffee,2,3.5,7.0,Credit Card,Takeaway,2023-02-07,2023-02,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
261,TXN_4695008,Juice,3,4.5,13.5,Cash,In-store,2023-04-04,2023-04,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
262,TXN_6868528,Juice,1,4.5,4.5,Digital Wallet,Takeaway,2023-08-24,2023-08,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
263,TXN_5299450,Sandwich,1,8.0,8.0,Cash,In-store,2023-05-17,2023-05,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
